"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","year","t1","t2","good"
"337","Call helps #Cubs
Ball 1 should be strike 2
Top 3 Martinez vs Baez
22% call same
1.6in from edge https://t.co/TMd39ikGFY",FALSE,1,NA,2017-04-03 01:23:22,FALSE,NA,"848707463641780224",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Martinez vs Baez","Martinez","helps"
"338","Call hurts #Cubs
Strike 2 should be ball 1
Top 3 Martinez vs Lester
4% call same
3.9in from edge https://t.co/NJ2YB4Gfrz",FALSE,2,NA,2017-04-03 01:22:30,FALSE,NA,"848707244757856256",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",2,FALSE,FALSE,NA,NA,"2017","Martinez vs Lest","Martinez","hurts"
"339","Call helps #Cubs
Ball 1 should be strike 2
Top 1 Martinez vs Bryant
0% call same
6.4in from edge https://t.co/xpdCp4UySv",FALSE,10,NA,2017-04-03 00:41:20,FALSE,NA,"848696884915056640",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",5,FALSE,FALSE,NA,NA,"2017","Martinez vs Brya","Martinez","helps"
"340","Call hurts #Cubs
Strike 1 should be ball 2
Top 9 McGee vs Baez
6% call same
3.1in from edge https://t.co/J9dxOtBdte",FALSE,0,NA,2017-03-25 23:08:30,FALSE,NA,"845774422292226048",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","McGee vs Baez
6%","McGee","hurts"
"341","Call helps #Cubs
Strike 2 should be ball 4
Bot 8 Concepcion vs Garneau
28% call same
1.1in from edge https://t.co/IfPIUhriRS",FALSE,0,NA,2017-03-25 22:51:18,FALSE,NA,"845770091740495872",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Concepcion vs Ga","Concepcion","helps"
"342","Call helps #Cubs
Strike 2 should be ball 2
Bot 8 Concepcion vs Patterson
18% call same
2.1in from edge https://t.co/hvbehhufXr",FALSE,1,NA,2017-03-25 22:46:13,FALSE,NA,"845768812523929600",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Concepcion vs Pa","Concepcion","helps"
"343","Call helps #Cubs
Ball 1 should be strike 1
Top 6 Marquez vs Jay
0% call same
6.6in from edge https://t.co/lVlHwvSAc0",FALSE,2,NA,2017-03-25 21:55:04,FALSE,NA,"845755941169627136",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Marquez vs Jay
0","Marquez","helps"
"344","Call hurts #Cubs
Ball 4 should be strike 2
Bot 5 Meza vs Blackmon
34% call same
1.1in from edge https://t.co/sz8muULzCw",FALSE,0,NA,2017-03-25 21:49:19,FALSE,NA,"845754493945987077",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Meza vs Blackmon","Meza","hurts"
"345","Call hurts #Cubs
Strike 1 should be ball 4
Top 2 Marquez vs Szczur
32% call same
0.9in from edge https://t.co/Aq1bIt9pH5",FALSE,0,NA,2017-03-25 20:27:53,FALSE,NA,"845734001134460928",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Marquez vs Szczu","Marquez","hurts"
"346","Call hurts #Cubs
Ball 2 should be strike 2
Bot 1 Anderson vs Gonzalez
6% call same
4.4in from edge https://t.co/44AwwzAdBE",FALSE,0,NA,2017-03-25 20:21:43,FALSE,NA,"845732449246162944",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Anderson vs Gonz","Anderson","hurts"
"347","Call hurts #Cubs
Strike 2 should be ball 3
Top 1 Marquez vs Heyward
24% call same
1.6in from edge https://t.co/wqG1lFqIgn",FALSE,0,NA,2017-03-25 20:11:52,FALSE,NA,"845729970366373889",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Marquez vs Heywa","Marquez","hurts"
"348","Call helps #Cubs
Ball 1 should be strike 1
Top 1 Marquez vs Heyward
8% call same
3.1in from edge https://t.co/x8XOPxYBOW",FALSE,0,NA,2017-03-25 20:11:13,FALSE,NA,"845729807145029636",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Marquez vs Heywa","Marquez","helps"
"349","Call hurts #Cubs
Ball 4 should be strike 2
Bot 8 Edwards Jr vs Marte
38% call same
0.6in from edge https://t.co/WEdPANKd72",FALSE,1,NA,2017-03-23 23:01:34,FALSE,NA,"845047902921744386",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Edwards Jr vs Ma","Edwards","hurts"
"350","Call helps #Cubs
Strike 1 should be ball 1
Bot 7 Uehara vs Medrano
10% call same
2.9in from edge https://t.co/M2019EQ1RR",FALSE,2,NA,2017-03-23 22:35:53,FALSE,NA,"845041436617850881",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Uehara vs Medran","Uehara","helps"
"351","Call helps #Cubs
Ball 1 should be strike 3
Top 6 Matusz vs Kawasaki
38% call same
0.9in from edge https://t.co/1ExAFFxrzf",FALSE,0,NA,2017-03-23 21:59:55,FALSE,NA,"845032385846673412",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Matusz vs Kawasa","Matusz","helps"
"352","Call hurts #Cubs
Ball 4 should be strike 3
Bot 4 Arrieta vs Iannetta
6% call same
3.6in from edge https://t.co/HSYjbQBlCd",FALSE,1,NA,2017-03-23 21:16:33,FALSE,NA,"845021474733936642",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",2,FALSE,FALSE,NA,NA,"2017","Arrieta vs Ianne","Arrieta","hurts"
"353","Call hurts #Cubs
Strike 2 should be ball 1
Top 3 Greinke vs Arrieta
10% call same
2.6in from edge https://t.co/HnBccgGw2y",FALSE,0,NA,2017-03-23 20:48:31,FALSE,NA,"845014418870222848",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Greinke vs Arrie","Greinke","hurts"
"354","Call hurts #Cubs
Ball 1 should be strike 1
Bot 1 Arrieta vs Lamb
22% call same
2.1in from edge https://t.co/UHxP9iXfDf",FALSE,1,NA,2017-03-23 20:23:05,FALSE,NA,"845008016772677632",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Arrieta vs Lamb
","Arrieta","hurts"
"355","Call helps #Cubs
Strike 2 should be ball 1
Bot 9 Mills vs Estevez
16% call same
2.4in from edge https://t.co/lZRPDEPmPZ",FALSE,0,NA,2017-03-20 23:09:38,FALSE,NA,"843962766344048641",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Mills vs Estevez","Mills","helps"
"356","Call helps #Cubs
Ball 1 should be strike 1
Top 9 Estevez vs Vosler
2% call same
5.6in from edge https://t.co/ylVRxePtzx",FALSE,0,NA,2017-03-20 23:04:16,FALSE,NA,"843961415606177792",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Estevez vs Vosle","Estevez","helps"
"357","Call hurts #Cubs
Strike 1 should be ball 2
Top 9 Estevez vs Burks
20% call same
1.9in from edge https://t.co/C2VrDWBMgd",FALSE,0,NA,2017-03-20 23:01:42,FALSE,NA,"843960770396372992",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Estevez vs Burks","Estevez","hurts"
"358","Call helps #Cubs
Strike 1 should be ball 3
Bot 8 Uehara vs Ynoa
12% call same
2.9in from edge https://t.co/tEamqjBMJB",FALSE,0,NA,2017-03-20 22:45:09,FALSE,NA,"843956606312349696",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Uehara vs Ynoa
1","Uehara","helps"
"359","Call hurts #Cubs
Strike 2 should be ball 3
Top 8 Ramirez vs Uehara
4% call same
3.9in from edge https://t.co/1xvCLTPAtE",FALSE,0,NA,2017-03-20 22:33:52,FALSE,NA,"843953765216632832",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Ramirez vs Uehar","Ramirez","hurts"
"360","Call helps #Cubs
Ball 4 should be strike 3
Top 8 Ramirez vs Uehara
34% call same
0.9in from edge https://t.co/oUtrCzQACI",FALSE,0,NA,2017-03-20 22:33:51,FALSE,NA,"843953762259668992",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Ramirez vs Uehar","Ramirez","helps"
"361","Call hurts #Cubs
Strike 1 should be ball 3
Top 8 Ramirez vs Uehara
6% call same
3.6in from edge https://t.co/xhYJgbYXhM",FALSE,0,NA,2017-03-20 22:33:50,FALSE,NA,"843953760183422976",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Ramirez vs Uehar","Ramirez","hurts"
"362","Call hurts #Cubs
Strike 2 should be ball 3
Top 8 Ramirez vs Kawasaki
12% call same
2.6in from edge https://t.co/I3e7ruguci",FALSE,0,NA,2017-03-20 22:32:23,FALSE,NA,"843953393706176512",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Ramirez vs Kawas","Ramirez","hurts"
"363","Call hurts #Cubs
Strike 1 should be ball 3
Top 8 Ramirez vs Kawasaki
12% call same
2.4in from edge https://t.co/LbiA2SJZS0",FALSE,0,NA,2017-03-20 22:31:48,FALSE,NA,"843953244762263553",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Ramirez vs Kawas","Ramirez","hurts"
"364","Call hurts #Cubs
Strike 1 should be ball 2
Top 8 Diaz vs Schwarber
4% call same
3.9in from edge https://t.co/7wDKy8aTZ1",FALSE,0,NA,2017-03-20 22:14:03,FALSE,NA,"843948778830921729",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Diaz vs Schwarbe","Diaz","hurts"
"365","Call helps #Cubs
Strike 3 should be ball 3
Bot 3 Hendricks vs Blackmon
24% call same
1.9in from edge https://t.co/2SfFXKa8Ij",FALSE,1,NA,2017-03-20 20:56:36,FALSE,NA,"843929290622324736",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Hendricks vs Bla","Hendricks","helps"
"366","Call helps #Cubs
Strike 2 should be ball 2
Bot 9 Medina vs Spangenberg
6% call same
3.9in from edge https://t.co/SJsjWIX9by",FALSE,1,NA,2017-03-13 22:55:57,FALSE,NA,"841422608696520705",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Medina vs Spange","Medina","helps"
"367","Call hurts #Cubs
Strike 1 should be ball 1
Top 9 Maton III vs Penalver
18% call same
2.1in from edge https://t.co/NxIUmBqy8S",FALSE,0,NA,2017-03-13 22:42:53,FALSE,NA,"841419319967916032",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Maton III vs Pen","Maton","hurts"
"368","Call helps #Cubs
Strike 1 should be ball 1
Bot 8 Brooks vs Torrens
18% call same
2.1in from edge https://t.co/JLto94NgXU",FALSE,0,NA,2017-03-13 22:40:32,FALSE,NA,"841418728659136514",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Brooks vs Torren","Brooks","helps"
"369","Call hurts #Cubs
Strike 3 should be ball 3
Top 8 Buchter vs Davis
28% call same
1.9in from edge https://t.co/wwBQvJW1mL",FALSE,0,NA,2017-03-13 22:24:50,FALSE,NA,"841414777901633536",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Buchter vs Davis","Buchter","hurts"
"370","Call hurts #Cubs
Strike 2 should be ball 3
Top 8 Maurer vs Glaesmann
24% call same
1.6in from edge https://t.co/M0kVY2l2L7",FALSE,1,NA,2017-03-13 22:20:46,FALSE,NA,"841413754361372673",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Maurer vs Glaesm","Maurer","hurts"
"371","Call helps #Cubs
Strike 3 should be ball 2
Bot 7 Brooks vs Torrens
38% call same
0.9in from edge https://t.co/bHJUIyLSlA",FALSE,0,NA,2017-03-13 22:10:25,FALSE,NA,"841411148104765441",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Brooks vs Torren","Brooks","helps"
"372","Call hurts #Cubs
Strike 3 should be ball 4
Top 5 Bawcom vs Candelario
24% call same
1.6in from edge https://t.co/J2CTmHClVE",FALSE,1,NA,2017-03-13 21:33:36,FALSE,NA,"841401884900499458",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Bawcom vs Candel","Bawcom","hurts"
"373","Call hurts #Cubs
Strike 1 should be ball 3
Top 5 Bawcom vs La Stella
2% call same
5.4in from edge https://t.co/xPcu4pyKbY",FALSE,0,NA,2017-03-13 21:23:59,FALSE,NA,"841399463193251840",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Bawcom vs La Ste","Bawcom","hurts"
"374","Call hurts #Cubs
Strike 2 should be ball 3
Top 5 Bawcom vs La Stella
0% call same
6.4in from edge https://t.co/Fjz8xdeaIC",FALSE,0,NA,2017-03-13 21:23:58,FALSE,NA,"841399462081757188",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Bawcom vs La Ste","Bawcom","hurts"
"375","Call helps #Cubs
Strike 3 should be ball 4
Bot 4 Buchanan vs Torrens
38% call same
0.9in from edge https://t.co/79bxah656p",FALSE,0,NA,2017-03-13 21:22:25,FALSE,NA,"841399071357169664",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Buchanan vs Torr","Buchanan","helps"
"376","Call helps #Cubs
Strike 2 should be ball 3
Bot 4 Buchanan vs Torrens
2% call same
4.4in from edge https://t.co/b1aqbmzsGK",FALSE,0,NA,2017-03-13 21:21:35,FALSE,NA,"841398860173971457",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Buchanan vs Torr","Buchanan","helps"
"377","Call helps #Cubs
Strike 1 should be ball 3
Bot 4 Buchanan vs Torrens
6% call same
3.4in from edge https://t.co/aBXxvgkDlw",FALSE,0,NA,2017-03-13 21:21:05,FALSE,NA,"841398734680383488",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Buchanan vs Torr","Buchanan","helps"
"378","Call helps #Cubs
Ball 1 should be strike 1
Top 4 Perdomo vs Kawasaki
24% call same
1.6in from edge https://t.co/mN4naRwc2A",FALSE,0,NA,2017-03-13 21:11:45,FALSE,NA,"841396384133763073",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Perdomo vs Kawas","Perdomo","helps"
"379","Call helps #Cubs
Ball 1 should be strike 1
Top 4 Perdomo vs Kawasaki
24% call same
1.6in from edge https://t.co/VQFTOhuxwe",FALSE,0,NA,2017-03-13 21:09:24,FALSE,NA,"841395794733326336",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Perdomo vs Kawas","Perdomo","helps"
"380","Call helps #Cubs
Strike 1 should be ball 2
Bot 3 Lackey vs Renfroe
6% call same
3.6in from edge https://t.co/JKMRVmGVdi",FALSE,0,NA,2017-03-13 20:57:48,FALSE,NA,"841392874046533637",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Lackey vs Renfro","Lackey","helps"
"381","Call hurts #Cubs
Strike 1 should be ball 1
Top 1 Perdomo vs Jay
10% call same
2.9in from edge https://t.co/BTobBalsUW",FALSE,0,NA,2017-03-13 20:12:42,FALSE,NA,"841381524192841729",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",2,FALSE,FALSE,NA,NA,"2017","Perdomo vs Jay
1","Perdomo","hurts"
"382","Call hurts #Cubs
Ball 2 should be strike 1
Bot 9 Cleto vs DeCarlo
8% call same
3.6in from edge https://t.co/6uAyqbAETL",FALSE,3,NA,2017-03-10 23:03:11,FALSE,NA,"840337266685927426",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Cleto vs DeCarlo","Cleto","hurts"
"383","Call helps #Cubs
Ball 2 should be strike 1
Top 9 Altavilla vs Soto
8% call same
3.6in from edge https://t.co/4xjoqcl51B",FALSE,0,NA,2017-03-10 23:00:45,FALSE,NA,"840336653914951688",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Altavilla vs Sot","Altavilla","helps"
"384","Call helps #Cubs
Strike 1 should be ball 2
Bot 8 Berg vs Smith
24% call same
2.1in from edge https://t.co/3A88Ddztzk",FALSE,0,NA,2017-03-10 22:45:45,FALSE,NA,"840332878038876160",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Berg vs Smith
24","Berg","helps"
"385","Call helps #Cubs
Strike 1 should be ball 1
Bot 7 Floro vs Heredia
8% call same
3.1in from edge https://t.co/Vjjx41RuwH",FALSE,0,NA,2017-03-10 22:23:53,FALSE,NA,"840327376441626625",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Floro vs Heredia","Floro","helps"
"386","Call helps #Cubs
Ball 2 should be strike 3
Top 6 Vieira vs Montero
40% call same
0.6in from edge https://t.co/ELARZ4jEY2",FALSE,1,NA,2017-03-10 21:43:56,FALSE,NA,"840317321411452932",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Vieira vs Monter","Vieira","helps"
"387","Call hurts #Cubs
Ball 2 should be strike 2
Bot 1 Hendricks vs Seager
16% call same
2.1in from edge https://t.co/qfDJOyJ1am",FALSE,1,NA,2017-03-10 20:18:09,FALSE,NA,"840295735593730050",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Hendricks vs Sea","Hendricks","hurts"
"388","Call helps #Cubs
Strike 1 should be ball 1
Bot 9 Smith vs Robinson
0% call same
10.9in from edge https://t.co/3IgIiiWDEA",FALSE,2,NA,2017-03-05 23:26:41,FALSE,NA,"838531238910636033",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Smith vs Robinso","Smith","helps"
"389","Call helps #Cubs
Strike 1 should be ball 1
Bot 8 Smith vs Bernier
24% call same
1.4in from edge https://t.co/CbsyH1kXPB",FALSE,0,NA,2017-03-05 23:06:25,FALSE,NA,"838526139794608132",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Smith vs Bernier","Smith","helps"
"390","Call hurts #Cubs
Strike 3 should be ball 4
Top 7 Bass vs Happ
24% call same
1.6in from edge https://t.co/qYn1XdRwkB",FALSE,2,NA,2017-03-05 22:42:12,FALSE,NA,"838520046276198402",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Bass vs Happ
24%","Bass","hurts"
"391","Call helps #Cubs
Strike 3 should be ball 2
Bot 6 Grimm vs Lucroy
22% call same
1.6in from edge https://t.co/7mWwS6SZKA",FALSE,0,NA,2017-03-05 22:34:45,FALSE,NA,"838518169463578627",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Grimm vs Lucroy
","Grimm","helps"
"392","Call hurts #Cubs
Strike 3 should be ball 2
Top 6 Carter vs Almora
22% call same
1.6in from edge https://t.co/q1PNyTHNsw",FALSE,0,NA,2017-03-05 22:27:28,FALSE,NA,"838516338368868353",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Carter vs Almora","Carter","hurts"
"393","Call helps #Cubs
Strike 3 should be ball 1
Bot 2 Lester vs Rua
0% call same
30.4in from edge https://t.co/HlxkVkK1OG",FALSE,5,NA,2017-03-05 20:49:48,FALSE,NA,"838491758157791232",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",4,FALSE,FALSE,NA,NA,"2017","Lester vs Rua
0%","Lester","helps"
"394","Call hurts #Cubs
Strike 1 should be ball 2
Top 1 Martinez vs Baez
2% call same
4.4in from edge https://t.co/ewi3T2I8N4",FALSE,1,NA,2017-03-05 20:07:00,FALSE,NA,"838480990301474816",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Martinez vs Baez","Martinez","hurts"
"395","Call hurts #Cubs
Strike 3 should be ball 2
Top 9 Sherfy vs Galindo
34% call same
0.9in from edge https://t.co/Lapysei7TA",FALSE,1,NA,2017-03-03 04:44:41,FALSE,NA,"837524105188409345",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",2,FALSE,FALSE,NA,NA,"2017","Sherfy vs Galind","Sherfy","hurts"
"396","Call hurts #Cubs
Strike 2 should be ball 1
Top 9 Sherfy vs Galindo
18% call same
1.9in from edge https://t.co/RLCWMvbRXW",FALSE,0,NA,2017-03-03 04:43:35,FALSE,NA,"837523828171485190",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Sherfy vs Galind","Sherfy","hurts"
"397","Call helps #Cubs
Strike 2 should be ball 2
Bot 8 Rosscup vs Goebbert
20% call same
1.9in from edge https://t.co/g7fzNHhcqH",FALSE,0,NA,2017-03-03 04:31:15,FALSE,NA,"837520722197110785",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Rosscup vs Goebb","Rosscup","helps"
"398","Call hurts #Cubs
Strike 1 should be ball 2
Top 8 Bracho vs Davis
16% call same
2.4in from edge https://t.co/wSOOxQMXWF",FALSE,1,NA,2017-03-03 04:21:53,FALSE,NA,"837518366415990784",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Bracho vs Davis
","Bracho","hurts"
"399","Call helps #Cubs
Strike 1 should be ball 2
Bot 7 Medina vs Fuentes
22% call same
1.9in from edge https://t.co/mbRcyORcVI",FALSE,0,NA,2017-03-03 04:18:49,FALSE,NA,"837517593854558208",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Medina vs Fuente","Medina","helps"
"400","Call helps #Cubs
Strike 3 should be ball 4
Bot 7 Medina vs Pridie
6% call same
3.4in from edge https://t.co/qdWBCknYRn",FALSE,1,NA,2017-03-03 04:16:34,FALSE,NA,"837517027136929794",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Medina vs Pridie","Medina","helps"
"401","Call hurts #Cubs
Strike 2 should be ball 1
Top 5 Burgos vs Andreoli
12% call same
2.6in from edge https://t.co/aSlkSXNw88",FALSE,0,NA,2017-03-03 03:29:00,FALSE,NA,"837505058635984900",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Burgos vs Andreo","Burgos","hurts"
"402","Call hurts #Cubs
Ball 1 should be strike 3
Bot 1 Buchanan vs Drury
24% call same
1.6in from edge https://t.co/na2b18WuW9",FALSE,2,NA,2017-03-03 02:27:03,FALSE,NA,"837489468378599424",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Buchanan vs Drur","Buchanan","hurts"
"403","Call helps #Cubs
Strike 3 should be ball 1
Bot 1 Buchanan vs Pollock
18% call same
2.1in from edge https://t.co/ugAxF60zZ4",FALSE,0,NA,2017-03-03 02:24:18,FALSE,NA,"837488776238755844",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Buchanan vs Poll","Buchanan","helps"
"404","Call hurts #Cubs
Strike 2 should be ball 2
Top 1 Miller vs Montero
18% call same
1.9in from edge https://t.co/syh0WJeMjP",FALSE,1,NA,2017-03-03 02:19:23,FALSE,NA,"837487538277343232",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Miller vs Monter","Miller","hurts"
"405","Call helps #Cubs
Strike 2 should be ball 2
Bot 9 Paniagua vs Cecchini
22% call same
1.9in from edge https://t.co/6bmCAjIGen",FALSE,2,NA,2017-03-01 22:59:59,FALSE,NA,"837074971096662016",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",1,FALSE,FALSE,NA,NA,"2017","Paniagua vs Cecc","Paniagua","helps"
"406","Call helps #Cubs
Strike 2 should be ball 4
Bot 9 Paniagua vs Dozier
24% call same
1.9in from edge https://t.co/SfEfbXwxGV",FALSE,1,NA,2017-03-01 22:51:50,FALSE,NA,"837072919645675522",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Paniagua vs Dozi","Paniagua","helps"
"407","Call helps #Cubs
Strike 1 should be ball 2
Bot 8 Torrez vs Gallagher
18% call same
1.9in from edge https://t.co/1hsoG3apUT",FALSE,1,NA,2017-03-01 22:28:54,FALSE,NA,"837067149067890688",NA,"<a href=""http://www.902a.com"" rel=""nofollow"">902a</a>","CubsUmp",0,FALSE,FALSE,NA,NA,"2017","Torrez vs Gallag","Torrez","helps"
